,Authors,Title,Citation,DOI,Year,Month,0,1,2,3,FINDINGS,Reported,Correction Date,Retraction,Correction,No Action,"SUM 
Completed",First Author,URL,Author count,ResearchGate_Link,university/institution,Location,Citations,Research Interest Score,index
372,"Christopher Webb, Rebecca Trujillo, Christopher Powell, Suzanne Wilson, James Garcia",A new study has identified a novel pathogenic pathway from the Phryospora to the basal and middle part of the T-cell and,Cytokine 60 (2012) 284_¯_¿293,10.1128/JCM.41.6.2341-2347.2003,2006,,,1.0,,,"Duplicated blot panels, different exposure",1,1/14/2009,,,,1,Christopher Webb,https://pubmed.ncbi.nlm.nih.gov//26157088/,6,https://www.researchgate.net/publication/236106147_Retraction_Astakine_2-the_Dark_Knight_Linking_Melatonin_to_Circadian_Regulation_in_Crustaceans_PLoS_Genet_2015,Wayne State University,United States,59,24.1,
373,"Nancy Davis, Lonnie Yoder, Cody Schwartz, Stephanie Alvarado, Patrick Armstrong II, Mark Mora","LONDON — A new study suggests that western obesity may be linked to a greater risk of coronary heart disease, which is a","PNAS | April 10, 2012 | vol. 109 | no. 15 | 5729_¯_¿5734",10.1016/j.jaut.2006.05.001,2013,5-May,1.0,,1.0,George Perry,"duplicated blot strips, slightly shifted",1,8/16/2008,,1.0,,1,Nancy Davis,https://pubmed.ncbi.nlm.nih.gov//24893038/,5,https://www.researchgate.net/publication/7678036_Regulated_Expression_of_the_Beta2-Toxin_Gene_cpb2_in_Clostridium_perfringens_Type_A_Isolates_from_Horses_with_Gastrointestinal_Diseases,University of Detroit Mercy,United States,44,18.6,0.619
374,"Alexandria Cannon, Juan Campbell, April Hodges, Monica Dalton, Beth Wright, Jonathan Williams, Alice Robertson, Holly Williams, Julia Smith","A study of 200,000 American children at risk of primary hypoglycemia (PIMS) by PAIN, a highly efficient heart-perfusion ",Cytokine 33 (2006) 138e144,10.1016/j.ccr.2013.02.018,1999,,,,,,Mirrored blot,1,1/27/2015,,1.0,,1,Alexandria Cannon,https://pubmed.ncbi.nlm.nih.gov//12595434/,9,https://www.researchgate.net/publication/236959534_Elevated_Maspin_Expression_Is_Associated_with_Better_Overall_Survival_in_Esophageal_Squamous_Cell_Carcinoma_ESCC,National Institute of Technology Rourkela,India,42,37.5,0.672
375,"Colleen Perez, Amber Collier, Ryan Brown, Wendy Lane",SAC2 MTT1: A Challenge to the Physiological Basis of SAC2 MTT1?,"Int. J. Cancer: 133, 247_¯_¿252 (2013)",10.1016/j.lungcan.2006.06.001,2014,,,,1.0,1,Duplicated actin blot,1,10/23/2014,,1.0,1.0,1,Colleen Perez,https://pubmed.ncbi.nlm.nih.gov//8625497/,5,https://www.researchgate.net/publication/236185371_Estrogen_receptor_b_inhibits_estradiol-induced_proliferation_and_migration_of_MCF-7_cells_through_regulation_of_mitofusin_2,Pamukkale University,Turkey,34,14.9,0.688
376,"Ruben Lane, Brian Walker, Alexis Melendez, Gregory Hernandez, Christopher Parker, Johnny Hess, Ruth Harris, Brian Burke, David Carter, Julie Decker, Jessica Powell, Angela Campbell, Dustin Williams, Catherine Sanchez, Bruce Good, Shelby Robinson, Dustin Shaffer, Mr. Paul Ayers, Dana White, Gina Anderson MD, Samuel Wells, Lisa Bowers",BONUS:,"Oncogene (2015) 34, 826_¯_¿837",10.1016/j.cyto.2009.11.020,2012,JCM,,,1.0,1,Overlapping microscopy images,1,3/28/2017,,,,1,Ruben Lane,https://pubmed.ncbi.nlm.nih.gov//23798383/,9,https://www.researchgate.net/publication/230894004_A_novel_function_for_p21Cip1_and_acetyltransferase_pCAF_as_critical_transcriptional_regulators_of_TGFb-mediated_breast_cancer_cell_migration_and_invasion,Pamukkale University,Turkey,52,151.4,0.737
377,"Alicia White, Sandra Oliver","The stomatitis-reactive protein kinase 1 (STMP1), which is involved in the regulation of up-regulating protein kinases, ",Cytokine 48 (2009) 170_¯_¿176,10.1128/mBio.00275-11,2013,,,1.0,1.0,,"Duplicated or mirrored blot panels, or lanes within blots",1,8/15/2007,1.0,,,1,Alicia White,https://pubmed.ncbi.nlm.nih.gov//18348163/,4,https://www.researchgate.net/publication/236906722_Multidrug_resistance_protein_MdtM_adds_to_the_repertoire_of_antiporters_involved_in_alkaline_pH_homeostasis_in_Escherichia_coli,Tottori University,Japan,36,8.5,0.929
378,"Sarah Cobb, Lisa Simpson, Joseph Cook, Joshua Dunn DDS, Morgan Ingram",* This content is free for any and all use of the following media:,"J. Clin. Microbiol. 2005, 43(7):3512. DOI: 10.1128/JCM.43.7.3512-3515.2005",10.1128/IAI.00063-12,2011,,,,1.0,George Perry,Overlapping microscopy images,1,1/14/2009,,1.0,,1,Sarah Cobb,https://pubmed.ncbi.nlm.nih.gov//26001899/,7,https://www.researchgate.net/publication/8882630_Association_of_Presence_of_Aspergillus_Antibodies_with_Hemoptysis_in_Patients_with_Old_Tuberculosis_or_Bronchiectasis_but_No_Radiologically_Visible_Mycetoma,Dalhousie University,Canada,23,19,0.747
379,"Maria Clark MD, Lawrence Paul, Ryan James, James Torres",We now have a list of the most important adhesins in the C. elegans genome. We have included each product in two regions,"PLOS Pathogens, January 2013 | Volume 9 | Issue 1 | e1003114",10.1002/ijc.28001,2013,,,,1.0,1,Multiple cases of shifted or rotated blot panels,1,1/15/2003,,,,1,Maria Clark MD,https://pubmed.ncbi.nlm.nih.gov//9422513/,5,https://www.researchgate.net/publication/10893395_Functional_CD40_Expression_Induced_following_Bacterial_Infection_of_Mouse_and_Human_Osteoblasts,The University of Hong Kong,"Hong Kong, China (SAR)",43,15.4,0.929
380,"Jesse Le, Brandi Alexander, Kayla Lopez, Matthew Caldwell, Amy Valenzuela, Victoria Mills, Charles Wall",Cancer,"PLOS One, 14 April 2014 | Volume 9 | Issue 4 | e94472",10.1038/onc.2014.404,2009,,,,1.0,,"Duplicated actin blot panel but different experiments, cuts in panels",1,10/15/2012,,,1.0,1,Jesse Le,https://pubmed.ncbi.nlm.nih.gov//10603370/,12,https://www.researchgate.net/publication/236948811_HtrA1_in_human_urothelial_bladder_cancer_A_secreted_protein_and_a_potential_novel_biomarker,Tel Aviv Sourasky Medical Center,Israel,23,9.3,0.924
381,"Christine Daugherty, Frank Patel, Robert Macias, Jerry Salazar, Annette Sanders",The P. aeruginosa is a potent naga-mediated antioxidant and is a major contributor to antigens in the pathogenesis of ch,"Int. J. Cancer: 133, 43_¯_¿58 (2013) ",10.1155/2012/595292,2011,,,1.0,,,"Overlapping microscopy images, multiple times",1,11/14/2016,,1.0,1.0,1,Christine Daugherty,https://pubmed.ncbi.nlm.nih.gov//20377773/,11,https://www.researchgate.net/publication/264203928_Functional_EF-Hands_in_Neuronal_Calcium_Sensor_GCAP2_Determine_Its_Phosphorylation_State_and_Subcellular_Distribution_In_Vivo_and_Are_Essential_for_Photoreceptor_Cell_Integrity?_sg=5RqnKqe0jUDK3OEv43ewiv3lOaYV1sfG4kWJnMNjLveQmyRktgktyX1muWDkLYif9_bPAjDFfHA2aS0,University of Glasgow,United Kingdom,43,6.7,0.906
382,"Joy Davis, Anthony Jackson, Matthew Hull, David Carter, Jeffrey Lucas, Anthony Ray",TAT1,"PLOS One, April 2014 | Volume 9 | Issue 4 | e92189",10.1128/JCM.42.3.1082-1088.2004,2014,,,1.0,,,Overlapping microscopy images,1,,,1.0,,1,Joy Davis,https://pubmed.ncbi.nlm.nih.gov//27477695/,7,https://www.researchgate.net/publication/304534385_Repression_of_microRNA-768-3p_by_MEKERK_signalling_contributes_to_enhanced_mRNA_translation_in_human_melanoma,Sichuan University,China,55,74.5,0.923
383,"Jesus Nguyen, Amber Vega, Travis Kerr, Sarah Chavez, Scott Morgan, Justin Jones, Jamie Martin, Brooke Greene",HIT/PRIN were used to measure the mRNA expression of key transcription factors considered to be involved in the expressi,"PLOS ONE, July 2013 | Volume 8 | Issue 7 | e68296, doi:10.1371/journal.pone.0068296",10.1073/pnas.1319190110,2012,,,,1.0,,duplicated western blot panels,1,6/21/2016,,1.0,1.0,1,Jesus Nguyen,https://pubmed.ncbi.nlm.nih.gov//23637992/,6,https://www.researchgate.net/publication/8540823_Saccharomyces_boulardii_Interferes_with_Enterohemorrhagic_Escherichia_coli-Induced_Signaling_Pathways_in_T84_Cells,Rosario National University,Argentina,26,11.9,0.922
384,"Mr. Christopher Fuentes MD, Dylan Garcia, Amanda Andrews, John Scott, Robin Smith, Leonard Hunt, Allison Ross, Erika Hill",To investigate the effect of an adenylate cyclase inhibitor (ADI) on N-acetyl-D-aspartate dehydrogenase (NAD) activity i,"Int. J. Cancer: 132, 90_¯_¿100 (2013)",10.1155/2013/467245,2006,JCM,,1.0,,,,1,,,,1.0,1,Mr. Christopher Fuentes MD,https://pubmed.ncbi.nlm.nih.gov//20954139/,6,https://www.researchgate.net/publication/260447987_Expression_and_Differentiation_between_OCT4A_and_Its_Pseudogenes_in_Human_ESCs_and_Differentiated_Adult_Somatic_Cells,Clinical Reference Laboratory,Location information not found,670,56.6,0.598
385,"Jennifer Martinez, Matthew Brewer, Robert Kelly, Scott Hess, Barbara Ramirez, Amber Nguyen, Melinda Howell, Dominique Mccarthy",The third edition of the European Neurolent Societies Program for the Study of Neurodegeneration (CNE) has been publishe,"PLOS ONE, February 2013 | Volume 8 | Issue 2 | e57285, doi:10.1371/journal.pone.0057285",10.1186/gb-2013-14-10-r121,2013,5-May,,,,,"duplicated blot strips, slightly shifted",1,,,,,1,Jennifer Martinez,https://pubmed.ncbi.nlm.nih.gov//22464013/,9,https://www.researchgate.net/publication/307719976_Correction_Formation_of_a_Polarised_Primitive_Endoderm_Layer_in_Embryoid_Bodies_Requires_FgfrErk_Signalling,Garvan Institute of Medical Research,Australia,36,87.6,0.7
386,"Derek Rosales, Aaron Garcia, Tiffany Powers, Dr. Bruce James, Patrick Forbes, Ryan Perez, Suzanne Harvey, Deborah Arnold, Ryan Gonzalez","C-JNK, a transcription factor that is responsible for the induction of adhesion to Melatonin, was found to suppress mela","Nature, Vol 459|18 June 2009",10.1186/bcr3200,2013,7-Jul,,1.0,,,Multiple cases of duplicated blots,1,9/28/2016,,,,1,Derek Rosales,https://pubmed.ncbi.nlm.nih.gov//16120252/,8,https://www.researchgate.net/publication/240308294_Cyclin_D1_cooperates_with_p21_to_regulate_TGFb-mediated_breast_cancer_cell_migration_and_tumor_local_invasion,Delhi State Cancer Institute,India,4,2.3,0.908
387,"Nancy Donovan, Eric Cochran, Colin Swanson, Donna Stephens, Benjamin Richardson, Nancy Carson",Hui-Yuan Li (1922-2006),"PLOS ONE, August 2013 | Volume 8 | Issue 8 | e71127",10.1155/2012/732578,2009,,,1.0,,,Duplicated / mirrored bands in blot,1,,,1.0,,1,Nancy Donovan,https://pubmed.ncbi.nlm.nih.gov//12697740/,7,https://www.researchgate.net/publication/11793274_Mannheimia_haemolytica_Leukotoxin_Activates_a_Nonreceptor_Tyrosine_Kinase_Signaling_Cascade_in_Bovine_Leukocytes_Which_Induces_Biological_Effects?_sg=2hVgp0gFsM5cMRimISG0TGWtVRyBGqUT7fWj8GEy9Trz-gkKYXLzUyIQQexcunMpS5_vjNSUrqw4irU,Chi-Mei Medical Center,China,20,53,0.921
388,"Timothy Russo, Brenda Love, Isabel Boyle, Tammy Miller, John Nelson, Russell Mcclure","P. aeruginosa is associated with poor (1) survival of the placenta, (2) a reduction in motility, and (3) a slight increa","PLOS ONE, May 2013 | Volume 8 | Issue 5 | e63581",10.1016/j.ccr.2013.02.018,2014,,,1.0,,1,Multiple cases of shifted or rotated blot panels,1,,,,1.0,1,Timothy Russo,https://pubmed.ncbi.nlm.nih.gov//16081942/,6,https://www.researchgate.net/publication/26254561_Identification_of_the_pollen_self-incompatibility_determinant_in_Papaver_rhoeas?ev=auth_pub,Blood transfusion centre of Slovenia - Zavod Republike Slovenije za transfuzijsko medicino,Slovenia,70,35.3,0.769
389,"Christopher Pham, Miss Patricia Perez, Dylan Sims, Tyler Summers, Suzanne Guerra, Lori Murphy, Kevin Taylor, Joshua West",I have a group of patients with a lung disease that is associated with severe expression of lung tumor subunits. This gr,"J. Clin. Microbiol. 2004, 42(2):665",10.1186/bcr3692,2014,2-Feb,,,1.0,,"Two cases of duplicated blots, different exposure",1,,,,1.0,1,Christopher Pham,https://pubmed.ncbi.nlm.nih.gov/15004057/,11,https://www.researchgate.net/publication/26679633_Kaiso_is_expressed_in_lung_cancer_Its_expression_and_localization_is_affected_by_p120ctn,Osmania University,India,38,5.7,0.747
390,"John Harris, Brittney Schmitt, Michelle Johnson, Aaron Becker, Alex Rice, Jason Thomas, Natasha Jackson, Dawn Edwards, Michael Snyder",Molecular traces of fibrin-conjugated poly- and poly-,"Infect. Immun. June 1996, p. 2282_¯_¿2287 Vol. 64, No. 6",10.1128/IAI.74.2.1148-1155.2006,2014,,,1.0,1.0,1,Duplicated blot panel,1,5/14/2009,,,1.0,1,John Harris,https://pubmed.ncbi.nlm.nih.gov//14977979/,6,https://www.researchgate.net/publication/257250343_Pseudomonas_aeruginosa_Outer_Membrane_Vesicles_Modulate_Host_Immune_Responses_by_Targeting_the_Toll-Like_Receptor_4_Signaling_Pathway,Harvard University,United States,19,24.9,0.905
391,"Mark Jones, Dana Webb, Jonathan Phillips, Dr. Nicholas Knight, Bryan Stephens","P. autophagy is a critical regulator of cell cycle and apoptosis of mammalian cells, and its role in the regulation of a","Microbiol. Immunol., 49(3), 219_¯_¿225, 2005",10.1038/onc.2013.237,2014,6-Jun,,1.0,1.0,1,Duplicated microscopy images,1,,,,,1,Mark Jones,https://pubmed.ncbi.nlm.nih.gov//22665064/,7,https://www.researchgate.net/publication/261443575_Cell_Atavistic_Transition_Paired_Box_2_Re-Expression_Occurs_in_Mature_Tubular_Epithelial_Cells_during_Acute_Kidney_Injury_and_Is_Regulated_by_Angiotensin_II,Children's Hospital of Orange County,United States,39,31.4,0.919
392,"Joel Moore, Jason Brown, Shelly Jackson MD, John Lindsey, Joseph Walters, Terry Blanchard, James Mcdowell, Zachary Obrien, Emily Cooper, Danielle Logan",1.2.2.,"Breast Cancer Research 2012, 14:R85",10.1155/2013/210604,2014,,,1.0,,,Duplicated lane within blot,1,3/28/2017,,1.0,,1,Joel Moore,https://pubmed.ncbi.nlm.nih.gov//30291367/,2,https://www.researchgate.net/publication/262024595_Sparstolonin_B_a_Novel_Plant_Derived_Compound_Arrests_Cell_Cycle_and_Induces_Apoptosis_in_N-Myc_Amplified_and_N-Myc_Nonamplified_Neuroblastoma_Cells,Indian Institute of Technology Guwahati,India,55,11.9,0.925
393,"Robert Orozco, Dustin Fischer, Dustin Alvarado, Derrick Phillips, Cassidy Morton, Thomas Burnett",A variety of studies have examined the relationship between prostate cancer and prostate cancer.,"Int. J. Cancer: 132, 795_¯_¿806 (2013)",10.1128/JCM.42.3.1082-1088.2004,2013,,1.0,,1.0,,"Possible patches in microscopy, possible duplicated lanes",1,7/22/2014,,1.0,1.0,1,Robert Orozco,https://pubmed.ncbi.nlm.nih.gov//35319234/,6,https://www.researchgate.net/publication/221754805_Evaluation_of_Salmonella_enterica_Type_III_Secretion_System_Effector_Proteins_as_Carriers_for_Heterologous_Vaccine_Antigens,State University of New York Upstate Medical University,United States,7,12.8,0.917
394,"Valerie Kim, Ronald Norton, James Hoffman, David Richards, Darius Odom, Victoria Jones, Monica Moreno, Angela Brown",18,"PLOS Genetics, July 2014 | Volume 10 | Issue 7 | e1004480",10.1128/IAI.72.3.1223-1229.2004,2003,,,,,,Duplicated blot panels,1,1/15/2010,,,,1,Valerie Kim,https://pubmed.ncbi.nlm.nih.gov//26846280/,10,https://www.researchgate.net/publication/224933355_Tiam1_is_associated_with_hepatocellular_carcinoma_metastasis,Amity University,India,929,missing,0.924
395,"Steven Fernandez, Mary Cunningham, Matthew Morgan, Edwin Sheppard, Zachary Andrade, Mallory White, Stephanie Hughes","If a 3rd party is used in a given program, or the data is synchronized, the shared data is then treated as if it were a ","Oncogene (2014) 33, 2577_¯_¿2588",10.1016/j.cyto.2009.11.020,2014,1-Jan,,1.0,1.0,,Overlapping microscopy images,1,10/17/2016,,1.0,,1,Steven Fernandez,https://pubmed.ncbi.nlm.nih.gov//12595434/,9,https://www.researchgate.net/publication/224916166_Investigation_of_the_roles_of_T6SS_genes_in_motility_biofilm_formation_and_extracellular_protease_Asp_production_in_Vibrio_alginolyticus_with_modified_Gateway-compatible_plasmids,Roswell Park Cancer Institute,United States,39,45,0.881
396,"Brian Kelley, Joshua Howard, Jessica Schmidt, Sarah Poole, Charles Baker, Mark Clark",Rekh and the Fermi paradox.,"PLOS Pathogens, June 2013 | Volume 9 | Issue 6 | e1003445",10.1016/j.cyto.2005.12.007,2014,1-Jan,,,,1,duplicated/mirrored blot panels (negative blots),1,5/23/2016,,,,1,Brian Kelley,https://pubmed.ncbi.nlm.nih.gov//28351370/,6,https://www.researchgate.net/publication/51471687_MKP-1_Regulates_Cytokine_mRNA_Stability_Through_Selectively_Modulation_Subcellular_Translocation_of_AUF1,University of Barcelona,Spain,397,missing,0.717
397,"Tara Fowler, Rhonda Washington, Leslie Gordon, Michael Anderson, Cindy Lopez, Leonard Watkins, Alejandro Baker, Scott King, Jennifer Mcdaniel, Angela Palmer, Virginia Jones, Timothy Sutton, Spencer Tapia",IONH,"PLOS Genetics, July 2014 | Volume 10 | Issue 7 | e1004480",PMID: 8675338,2013,,,,1.0,,reuse of 2 bands multiple times to create blot panel,1,,,,1.0,1,Tara Fowler,https://pubmed.ncbi.nlm.nih.gov//20167112/,5,https://www.researchgate.net/publication/308203028_Corrigendum_Distinct_expression_of_C44A_in_colorectal_cancer_detected_by_different_antibodies,Kyungpook National University Hospital,Korea (Republic of),16,19.4,0.895
398,"Jessica Hughes, Chad Kennedy, Michael Winters, Jose Mccoy Jr., Jamie Robles",PRINCELLA MALCOLM/SERIES OF LIVING ACCESSORIES,"Infection, and Immunity, Oct. 2001, p. 6131_¯_¿6139 Vol. 69, No. 10",10.1016/j.cyto.2007.04.003,2006,,,1.0,,1,"Multiple cases of duplicated blots, stretched",1,7/22/2014,,,,1,Jessica Hughes,https://pubmed.ncbi.nlm.nih.gov//27247939/,6,https://www.researchgate.net/publication/258213153_Genome-wide_incorporation_dynamics_reveal_distinct_categories_of_turnover_for_the_histone_variant_H33,"Veterinary Research Institute, Brno",Czechia,48,37.5,0.709
399,"Aaron Johnson, Alan Navarro, Jamie Hurst, Steven Baker, Jenna Willis, Jeffery Hill, Dr. James Johnson, Steve Beard, Shannon Brown",I was a very close animal to all of the others and after a short time I was able to give up the high level of profusion ,"Science 325, 1254 (2009)",10.1128/IAI.73.3.1754_¯_¿1763.2005,2013,,,,,,,1,9/16/2003,1.0,,,1,Aaron Johnson,https://pubmed.ncbi.nlm.nih.gov//23153534/,5,https://www.researchgate.net/publication/236598662_Opposing_Roles_for_Two_Molecular_Forms_of_Replication_Protein_A_in_Rad51-Rad54-Mediated_DNA_Recombination_in_Plasmodium_falciparum,Hong Kong Hospital Authority,"Hong Kong, China (SAR)",missing,24.9,0.799
400,"Teresa Gordon, Jesus Rodriguez, Brianna Young, Janet Zimmerman, Rachael Callahan, James Graves, Kelly Hernandez, Carlos Rice, Daniel Huang","He said that these diseases were caused by the LPS, which is a type of a corollary of the treatment of dysleptic arthrit","BioMed Research International, Volume 2014, Article ID 272101",10.1155/2013/594906,2014,,,,,,"duplicated background, pasted-in bands?",1,,,1.0,1.0,1,Teresa Gordon,https://pubmed.ncbi.nlm.nih.gov//22361828/,10,https://www.researchgate.net/publication/234134954_Katanin_Localization_Requires_Triplet_Microtubules_in_Chlamydomonas_reinhardtii,Children's Hospital of Orange County,United States,150,52.5,0.922
401,"Jonathan Steele, Dillon Chavez, Mrs. Elizabeth Jimenez, Jasmine Sherman, Angela Olson, Nancy Reeves, Dr. Ashley Kelly DVM, Paula Torres, John Chapman, John Silva",Figure 5. View largeDownload slide Characteristic of the two-phosphorylated phenylate residues in the enzymatically acti,Journal of Autoimmunity 32 (2009) 85_¯_¿93,10.1128/IAI.00805-10,2010,,1.0,1.0,,1,Duplicated microscopy panels,1,6/16/2007,,1.0,1.0,1,Jonathan Steele,https://pubmed.ncbi.nlm.nih.gov//26913823/,7,https://www.researchgate.net/publication/51617652_Corrigendum_to_Adiponectin_stimulates_release_of_CCL2_-3_-4_and_-5_while_the_surface_abundance_of_CCR2_and_-5_is_simultaneously_reduced_in_primary_human_monocytes_Cytokine_56_2011_573-580,University of Hyderabad,India,84,25,0.917
402,"Christopher Reyes, Nicole Burns PhD, Philip Olsen, Robert Lee",Figure 2. Tumor cells in the presence of 5 g/ml of a sub-lethal dose of phosphodiesterase inhibitor 1 (P3) were prepared,"PLOS Pathogens, June 2013 | Volume 9 | Issue 6 | e1003445",10.3892/ijo.2012.1714,2013,,,,,,"Reused lanes, possibly duplicated lanes",1,,,,1.0,1,Christopher Reyes,https://pubmed.ncbi.nlm.nih.gov//22464013/,5,https://www.researchgate.net/publication/7806270_TNF-alpha_down-regulates_the_Na-K_ATPase_and_the_Na-K-2Cl-_cotransporter_in_the_rat_colon_via_PGE2,University of Texas Southwestern Medical Center,United States,1641 ,3.5,0.607
403,"Jason Smith, Jennifer Holmes, Leslie Lewis, Kathleen Mccarthy","I read about a group in a local paper of the University of Texas at Austin, and they are members of the U.S. Department ","Infect. Immun. 2012, 80(3):1193",10.1016/j.cyto.2012.08.025,2013,,,1.0,,1,Duplicated gel panels,1,7/15/2008,,1.0,,1,Jason Smith,https://pubmed.ncbi.nlm.nih.gov//22464013/,25,https://www.researchgate.net/publication/229427366_Inhibition_of_rhabdomyosarcoma_cell_and_tumor_growth_by_targeting_specificity_protein_Sp_transcription_factors,Hadassah Medical Center,Israel,12,41.3,0.919
404,"Brian Anderson, Cheyenne Weaver, David Mitchell, John Wolfe, Sarah Le, Nicholas Walsh, Seth Evans, Paul Smith","J. J. Lohner, H. R. Strowman & J. S. Taylor, O. P. Pogue, R. E. Maxwell, M. J. McGinnis, J. M. M. Pickering, H. R. Strow",Cytokine 56 (2011) 245_¯_¿255,10.1016/j.jaut.2005.09.016,1996,,,,,Paul Higgins,Duplicated blot,1,1/14/2012,,1.0,,1,Brian Anderson,https://pubmed.ncbi.nlm.nih.gov//15935952/,8,https://www.researchgate.net/publication/7744792_First_Infection_with_VanD-Type_Glycopeptide-Resistant_Enterococcus_faecium_in_Europe,University of Nebraska Medical Center,United States,20,17.1,0.895
405,"James Anderson, John Rivera MD, Donna Campbell",2014-4-1,"Oncogene (2014) 33, 2577_¯_¿2588",10.1073/pnas.1319190110,2014,,,1.0,1.0,,"multiple cases of shifted blots, duplicated bands within blots",1,5/23/2016,,1.0,,1,James Anderson,https://pubmed.ncbi.nlm.nih.gov//10603370/,4,https://www.researchgate.net/publication/233914282_The_phosphatidylinositol-3_kinase_I_inhibitor_BKM120_induces_cell_death_in_B-chronic_lymphocytic_leukemia_cells_in_vitro,Garvan Institute of Medical Research,Australia,51,11.9,0.895
406,"Jessica Gonzalez, Christopher Terry, John Friedman","A Journal of the American Medical Association, vol. 132, no. 4, pp. 762–763, 2005.","Int. J. Cancer: 132, 1940_¯_¿1953 (2013)",10.1002/ijc.27863,2013,5-May,,,1.0,,"Cut, and duplicated SDS PAGE parts",1,9/16/2016,,1.0,1.0,1,Jessica Gonzalez,https://pubmed.ncbi.nlm.nih.gov//19862557/,3,https://www.researchgate.net/publication/309663564_Correction_An_Extracellular_Subtilase_Switch_for_Immune_Priming_in_Arabidopsis,Hainan University,China,52,3.4,0.902
407,"Justin Davis, Erin Ho, Amanda Rubio, Ryan Rich, Sandra Wood, Nicole Mcdonald, Briana Owens, Amber Cook, Heather Henderson, Leslie Shields",PROS ––,"Letters in Applied Microbiology 55, 73_¯_¿81, 2012",10.1073/pnas.1108537109,2014,,,,,,"Duplication, stretching, what not, the lot",1,,,1.0,,1,Justin Davis,https://pubmed.ncbi.nlm.nih.gov//27477695/,4,https://www.researchgate.net/publication/309663564_Correction_An_Extracellular_Subtilase_Switch_for_Immune_Priming_in_Arabidopsis,University of Cincinnati,United States,455,7.1,0.709
408,"Melissa Rose, Douglas Rose, Kathy Davis, Shawn Ruiz, Katherine Ruiz",The new study was published in Science on 29 August 2012.,"PLOS ONE, July 2013 | Volume 8 | Issue 7 | e69583, doi: 10.1371/journal.pone.0069583",10.1016/j.cyto.2006.07.009,2004,,,,,,"very similar negative microscopy images, very similar cell grouping in other image",1,,,,1.0,1,Melissa Rose,https://pubmed.ncbi.nlm.nih.gov//17196260/,4,https://www.researchgate.net/publication/6424631_Expression_of_extra_trinucleotide_in_CD44_variant_of_rheumatoid_arthritis_patients_allows_generation_of_disease-specific_monoclonal_antibody,Ecole Normale Supérieure de Paris,France,51,18.7,0.769
409,"Joel Johnson, Christopher Perez, Christina Ho, Maria Patton, Angela Wagner",The use of hypoxia-toxin-induced apoptosis in human cells is a critical step towards the management of human therapeutic,"Infect. Immun. Mar. 2003, p. 1209_¯_¿1216",10.1371/journal.pone.0093995,2006,,,,1.0,,"Duplicated lanes within blots, many many case",1,9/16/2003,,,,1,Joel Johnson,https://pubmed.ncbi.nlm.nih.gov//23537711/,10,https://www.researchgate.net/publication/237057984_HIV-1_Tat_Protein_Increases_Microglial_Outward_K_Current_and_Resultant_Neurotoxic_Activity,Baylor College of Medicine,United States,12,8.9,0.717
410,"Miguel Miles, Chad Herrera, Willie Sanders, Kelly Brady, Courtney Valentine",A total of 163 individuals were studied to determine the YA-deficient state in 5 of 10 AD patients. The YA-deficient sta,"Cancer Cell 25, 21_¯_¿36, January 13, 2014",10.1016/j.ccr.2013.02.018,2004,,,1.0,,,Same band seen twice in one blot strip,1,1/15/2012,,1.0,,1,Miguel Miles,https://pubmed.ncbi.nlm.nih.gov//26153645/,12,https://www.researchgate.net/publication/223986090_Reactive_Oxygen_Species-Triggered_Trophoblast_Apoptosis_Is_Initiated_by_Endoplasmic_Reticulum_Stress_via_Activation_of_Caspase-12_CHOP_and_the_JNK_Pathway_in_Toxoplasma_gondii_Infection_in_Mice,University of Nebraska Medical Center,United States,56,24,0.762
411,"Candace Gilmore, Daniel Moore, Patricia Ramirez, Alyssa Long, Gary Brooks",A different type of yeast infection is associated with a higher propensity for P. aeruginosa to colonize yeast cells. In,"Oncogene (2015) 34, 826_¯_¿837",10.1371/journal.pgen.1003094,2014,1-Jan,,,,,Mirrored blot,1,7/15/2008,1.0,,,1,Candace Gilmore,https://pubmed.ncbi.nlm.nih.gov//20954139/,12,https://www.researchgate.net/publication/236598662_Opposing_Roles_for_Two_Molecular_Forms_of_Replication_Protein_A_in_Rad51-Rad54-Mediated_DNA_Recombination_in_Plasmodium_falciparum,University of Milan,Italy,11,52.5,0.916
412,"Brooke Stephenson, Jessica Barton, Jeffery Harris, Alexis Olson, Nicholas Herman, Martin Hughes, Todd Tate, Brendan King","T-cells are the primary target of SM-1 and T-cell-mediated apoptosis in the rat pheochromocytoma necrotic complex, which",Cytokine 49 (2010) 312_¯_¿318,10.1371/journal.pgen.1003094,2009,,1.0,1.0,,,Duplicated blot panel within other panel,1,3/19/2017,,,1.0,1,Brooke Stephenson,https://pubmed.ncbi.nlm.nih.gov//26912210/,5,https://www.researchgate.net/publication/235756421_Spreading_Depression_Triggers_Headache_by_Activating_Neuronal_Panx1_Channels,Ewha Womans University,Korea (Republic of),43,74.5,0.922
413,"Robert Grant, Shannon Winters, Justin Cline, Sarah Moses, Daniel Garcia",Aye.,Cytokine 48 (2009) 170_¯_¿176,10.1111/j.1365-2672.2010.04795.x,2006,JCM,,1.0,,,"Rotated microscopy image, authors replied on PP",1,10/17/2014,,,,1,Robert Grant,https://pubmed.ncbi.nlm.nih.gov//19686282/,5,https://www.researchgate.net/publication/5490445_Differential_chemokine_expression_in_tubular_cells_in_response_to_urinary_proteins_from_patients_with_nephrotic_syndrome,Louisiana State University,United States,48,46.3,0.922
