,Authors,Title,Citation,DOI,Year,Month,0,1,2,3,FINDINGS,Reported,Correction Date,Retraction,Correction,No Action,"SUM 
Completed",First Author,URL,Author count,ResearchGate_Link,university/institution,Location,Citations,Research Interest Score,index
314,"Mark Steele, Garrett Dorsey DVM, Steven Mckinney, John Hughes, Debra Taylor, Jasmine Barker",Mitochondrial Dysfunction Promotes Breast Cancer Cell Migration and Invasion through HIF1a Accumulation via Increased Production of Reactive Oxygen Species,"PLOS ONE, July 2013 | Volume 8 | Issue 7 | e69583, doi: 10.1371/journal.pone.0069583",10.1016/j.cyto.2008.12.021,2013,IAI,,,,1,"Duplicated blots, multiple cases",1,5/14/2009,,1.0,,1,Mark Steele,https://pubmed.ncbi.nlm.nih.gov//36314786/,6,https://www.researchgate.net/publication/26722989_Anti-inflammatory_effect_of_aldose_reductase_inhibition_in_murine_polymicrobial_sepsis,Amity University,India,104,14.5,0.873
315,"Victoria Johnson, Luis Thornton",Antirecoverin autoantibodies in the patient with non-small cell lung cancer but without cancer-associated retinopathy,Lung Cancer 76 (2012) 32_¯_¿38,10.1016/j.ccell.2014.09.008,2012,,,,1.0,1,"Two cases of duplicated blots, different exposure",1,8/15/2007,,,,1,Victoria Johnson,https://pubmed.ncbi.nlm.nih.gov//16081942/,17,https://www.researchgate.net/publication/6942622_Up-regulation_of_focal_adhesion_kinase_in_non-small_cell_lung_cancer,China Medical University (PRC),China,48,16.5,0.619
316,"Danielle Hudson, Lauren Wilson, Jennifer Duran, William Hall, Dylan Bailey, Kathy Robinson",Meningococcal Porin PorB Prevents Cellular Apoptosis in a Toll-Like Receptor 2- and NF-__B-Independent Manner__,"INTERNATIONAL JOURNAL OF ONCOLOGY 40: 1779-1788, 2012",10.1155/2013/594906,2011,,,,,1,"duplicated blot, shifted microscopy",1,,,1.0,,1,Danielle Hudson,https://pubmed.ncbi.nlm.nih.gov//26241041/,15,https://www.researchgate.net/publication/7565543_Molecular_Cloning_Expression_and_Serological_Evaluation_of_an_8-Kilodalton_Subunit_of_Antigen_B_from_Echinococcus_multilocularis,Nihon University,Japan,455,12.6,0.512
317,"Samuel Schmidt, Kimberly Nichols",Mitogen and Stress Activated Kinases Act Co-operatively with CREB during the Induction of Human Cytomegalovirus Immediate-Early Gene Expression from Latency,"Nature, Vol. 401, 7 October 1999, page 616",10.1128/IAI.01165-12,2013,,,1.0,1.0,,reuse of 2 bands multiple times to create blot panel,1,3/16/2003,,1.0,,1,Samuel Schmidt,https://pubmed.ncbi.nlm.nih.gov//25878163/,9,https://www.researchgate.net/publication/6424631_Expression_of_extra_trinucleotide_in_CD44_variant_of_rheumatoid_arthritis_patients_allows_generation_of_disease-specific_monoclonal_antibody,Hainan University,China,58,11.9,0.882
318,"Jessica Patterson, Jason Farmer, Deborah Alexander, Adrian Bass, Mark Best",DNA Methyltransferase Inhibitors Improve the Effect of Chemotherapeutic Agents in SW48 and HT-29 Colorectal Cancer Cells,Cytokine 70 (2014) 87_¯_¿96,10.1016/j.cyto.2012.05.021,2006,IAI,,1.0,,,duplicated/reused actin blot panels,1,,,,,1,Jessica Patterson,https://pubmed.ncbi.nlm.nih.gov//26960198/,11,https://www.researchgate.net/publication/6429988_Time-dependent_onset_of_Interferon-a2b-induced_apoptosis_in_isolated_hepatocytes_from_preneoplastic_rat_livers,Kangwon National University,Korea (Republic of),15,13.8,0.691
319,"Alex Barajas, Austin Stevens, Brandy Johnson, Laurie Fischer, Brenda Love, Christopher Bowers, Jordan Middleton, Lisa Smith",CXCR1 and CXCR2 are novel mechano-sensors mediating laminar shear stress-induced endothelial cell migration,"Infect. Immun. 2012, 80(3):1193",10.1186/bcr3322,2014,,,1.0,1.0,1,"duplicated gel panels, exact duplicate",1,11/24/2016,,,1.0,1,Alex Barajas,https://pubmed.ncbi.nlm.nih.gov//36314802/,9,https://www.researchgate.net/publication/264203928_Functional_EF-Hands_in_Neuronal_Calcium_Sensor_GCAP2_Determine_Its_Phosphorylation_State_and_Subcellular_Distribution_In_Vivo_and_Are_Essential_for_Photoreceptor_Cell_Integrity?_sg=5RqnKqe0jUDK3OEv43ewiv3lOaYV1sfG4kWJnMNjLveQmyRktgktyX1muWDkLYif9_bPAjDFfHA2aS0,Università degli Studi di Bari Aldo Moro,Italy,35,31.4,0.882
320,"Gail Merritt, Danielle Rodgers, Billy Smith, Kimberly Copeland, Tiffany Mcmahon, Sarah Huff, Brian Beltran, Ryan Olson, Melissa Thomas, Susan Mitchell",Protein Kinase LegK2 Is a Type IV Secretion System Effector Involved in Endoplasmic Reticulum Recruitment and Intracellular Replication of Legionella pneumophila__,"J. Clin. Microbiol. 2009, 47(6):1712. DOI: 10.1128/JCM.00001-09",10.1016/j.cyto.2008.12.021,2014,5-May,,,,,duplicated colony strip,1,7/15/2008,,,1.0,1,Gail Merritt,https://pubmed.ncbi.nlm.nih.gov//23537711/,8,https://www.researchgate.net/publication/224933355_Tiam1_is_associated_with_hepatocellular_carcinoma_metastasis,"University of California, San Diego",United States,31,71.6,0.882
321,"Kristy Moore, Danielle Watson, Jaime Porter, Marissa Wilson, Kristin Smith, Jessica Rollins, David Alvarado, Sonia Johnson DDS","STIM1, a direct target of microRNA-185, promotes tumor metastasis and is associated with poor prognosis in colorectal cancer",Cytokine 60 (2012) 718_¯_¿730,10.1155/2013/594906,2011,6-Jun,,,1.0,,"duplicated blot, shifted microscopy",1,,,,,1,Kristy Moore,https://pubmed.ncbi.nlm.nih.gov//28351428/,9,https://www.researchgate.net/publication/261068445_FOXO4-Knockdown_Suppresses_Oxidative_Stress-Induced_Apoptosis_of_Early_Pro-Angiogenic_Cells_and_Augments_Their_Neovascularization_Capacities_in_Ischemic_Limbs,University of Colorado Boulder,United States,14,21.8,0.709
322,"Daniel Davis, Brenda Simpson, Christopher Cruz, Jason Simmons, Rebecca Alexander, Alexander Johnson, Marissa Bradford, Stephen Clark, Lisa Garcia, Lindsey Morgan",Epigenetic Regulation of Cardiac Progenitor Cells Marker c-kit by Stromal Cell Derived Factor-1a,"PLOS Genetics, January 2013 | Volume 9 | Issue 1 | e1003094",10.1111/j.1472-765X.2012.03263.x,2011,IAI,,1.0,,,"Duplicated blot panels, different exposure",1,,,1.0,1.0,1,Daniel Davis,https://pubmed.ncbi.nlm.nih.gov//22258405/,9,https://www.researchgate.net/publication/232776864_Essential_roles_of_PI3K-p110_in_cell_growth_metabolism_and_tumorigenesis,Osmania University,India,8,9.4,0.917
323,"Gilbert Obrien, Frances Brown, Stacey Leon, Emily Dudley",Poison Domains Block Transit of Translocated Substrates via the Legionella pneumophila Icm/Dot System,Lung Cancer 67 (2010) 205_¯_¿215,10.1371/journal.pone.0092305,2014,,,1.0,1.0,1,Overlapping microscopy images,1,,,1.0,,1,Gilbert Obrien,https://pubmed.ncbi.nlm.nih.gov//26846280/,9,https://www.researchgate.net/publication/260447987_Expression_and_Differentiation_between_OCT4A_and_Its_Pseudogenes_in_Human_ESCs_and_Differentiated_Adult_Somatic_Cells,"Queen Mary, University of London",United Kingdom,36,19.9,0.931
324,"John Davis, Debra Vincent, Justin Garrett, Jamie Peterson, Abigail Cole, Richard Campbell, Brandy Stewart, Steven Thomas",Regulated Expression of the Beta2-Toxin Gene ( cpb2) in Clostridium perfringens Type A Isolates from Horses with Gastrointestinal Diseases,"Oncogene (2015) 34, 826_¯_¿837",10.1186/1471-2180-10-53,2014,IAI,,,,,"Overlapping microscopy images, multiple cases",1,,,1.0,1.0,1,John Davis,https://pubmed.ncbi.nlm.nih.gov//9927001/,5,https://www.researchgate.net/publication/240308294_Cyclin_D1_cooperates_with_p21_to_regulate_TGFb-mediated_breast_cancer_cell_migration_and_tumor_local_invasion,Kyungpook National University Hospital,Korea (Republic of),59,20.2,0.884
325,"Mary Campbell, William Webster, Samuel Hogan, Amanda Sutton, Amy Johnson, Denise Mcdowell, Jason Espinoza",Meningococcal Porin PorB Prevents Cellular Apoptosis in a Toll-Like Receptor 2- and NF-__B-Independent Manner__,"Infection, and Immunity, Jan. 2000, p. 72_¯_¿79 Vol. 68, No. 1",10.1016/j.ccr.2012.10.003,2014,,,,1.0,,Multiple cases of duplicated blots,1,1/20/2015,,1.0,,1,Mary Campbell,https://pubmed.ncbi.nlm.nih.gov//28351421/,8,https://www.researchgate.net/publication/23272782_The_distribution_of_interleukin-19_in_healthy_and_neoplastic_tissue,Osaka University,Japan,70,15.3,0.598
326,"Marcus Martinez, John Mckinney, Karen Gonzalez, Lisa Watkins, Mark Moore, James Sosa",Mutation of the Diamond-Blackfan Anemia Gene Rps7 in Mouse Results in Morphological and Neuroanatomical Phenotypes,"PLOS One, April 2014 | Volume 9 | Issue 4 | e93995",10.1186/bcr3441,1999,6-Jun,,,,1,"duplicated blots, two sets",1,10/29/2015,,,,1,Marcus Martinez,https://pubmed.ncbi.nlm.nih.gov//28350046/,6,https://www.researchgate.net/publication/6839797_Roles_of_p38_and_ERK_MAP_kinases_in_IL-8_expression_in_TNF-a-_and_dexamethasone-stimulated_human_periodontal_ligament_cells,The Ohio State University,United States,39,50.8,0.919
327,"Jennifer Howard, Timothy Page, Eric Mcclain, Amanda Dixon, Maria Andrews, Dr. Elizabeth Smith, Suzanne Murphy",Caveolin-1 is a novel regulator of K-RAS-dependent migration in colon carcinogenesis,"Infect. Immun. 2012, 80(8):2689",10.1016/j.lungcan.2009.06.013,2012,,,,1.0,,Duplicated parts of lanes to make 2 negative lanes,1,,,1.0,,1,Jennifer Howard,https://pubmed.ncbi.nlm.nih.gov//23818851/,5,https://www.researchgate.net/publication/5490445_Differential_chemokine_expression_in_tubular_cells_in_response_to_urinary_proteins_from_patients_with_nephrotic_syndrome,Kaohsiung Medical University,China,35,19.6,0.884
328,"Antonio Young, Carl Palmer, Leah Curry, Jacob Perez, Stephanie Perry, Amber Padilla",HtrA1 in human urothelial bladder cancer: A secreted protein and a potential novel biomarker,"Infection, and Immunity, Oct. 2001, p. 6131_¯_¿6139 Vol. 69, No. 10",10.1186/1471-2180-13-113,2013,,,,1.0,1,Duplicated gel panels,1,,,,1.0,1,Antonio Young,https://pubmed.ncbi.nlm.nih.gov//24409315/,5,https://www.researchgate.net/publication/221754805_Evaluation_of_Salmonella_enterica_Type_III_Secretion_System_Effector_Proteins_as_Carriers_for_Heterologous_Vaccine_Antigens,Massachusetts General Hospital,United States,35,9.4,0.906
329,"Richard Travis, Linda Wallace, Dr. Bradley Cox, Daniel Harrison, Charles White, Amy Robinson, Daniel Baker, Raymond Gates, Steven Rivera, Willie Lee, Justin Ayala, Alexandra Jackson, John Lindsey, Dr. Amanda Howard, Gabrielle Martinez",Expression of extra trinucleotide in CD44 variant of rheumatoid arthritis patients allows generation of disease-specific monoclonal antibody,"PLOS One, April 2014 | Volume 9 | Issue 4 | e93995",10.1002/ijc.27917,2014,mBio,,1.0,1.0,,Duplicated microscopy panels,1,,,1.0,1.0,1,Richard Travis,https://pubmed.ncbi.nlm.nih.gov//27279381/,10,https://www.researchgate.net/publication/24029092_IL-13_induces_translocation_of_NF-kB_in_cultured_human_bronchial_smooth_muscle_cells,"Paris Descartes, CPSC",France,17,15.3,0.882
330,"Daniel Clark, Julie Price, Amanda Peterson, Dawn Caldwell, Maurice Cohen, Joseph Zimmerman, William Hughes, Lance Harris, Linda Hebert",Localization of the Intracellular Activity Domain of Pasteurella multocida Toxin to the N Terminus,"Infect. Immun. Mar. 2004, p. 1223_¯_¿1229 Vol. 72, No. 3",10.1016/j.cyto.2008.12.013,2007,IAI,,,,,Multiple cases of duplicated blot strips,1,,,,,1,Daniel Clark,https://pubmed.ncbi.nlm.nih.gov//21068780/,9,https://www.researchgate.net/publication/221983373_Drosophila_Mgr_a_Prefoldin_subunit_cooperating_with_von_Hippel_Lindau_to_regulate_tubulin_stability,University of Strasbourg,France,7,42.7,0.922
331,"Rebecca Boone, Megan Lewis, Raymond Mcdonald DDS, James Gilbert, Katherine Crawford, Lori Sanchez",FOXO4-Knockdown Suppresses Oxidative Stress-Induced Apoptosis of Early Pro-Angiogenic Cells and Augments Their Neovascularization Capacities in Ischemic Limbs,"J. Clin. Microbiol. 2009, 47(6):1712. DOI: 10.1128/JCM.00001-09",10.1002/ijc.27863,2011,2-Feb,,,,1,Duplicated blot,1,11/17/2016,,1.0,,1,Rebecca Boone,https://pubmed.ncbi.nlm.nih.gov//8625497/,5,https://www.researchgate.net/publication/235604153_Cisplatin_in_combination_with_zoledronic_acid_A_synergistic_effect_in_triple-negative_breast_cancer_cell_lines,Nanjing Agricultural University,China,4,14.9,0.725
332,"Adam Larson, Erin Jones, Richard Clark, Christopher Allen, Stacey Carney, Matthew Matthews, Katelyn Garcia, Brandon Orozco, Laura Wilcox",Distinct Roles of Pattern Recognition Receptors CD14 and Toll-Like Receptor 4 in Acute Lung Injury,"PLOS ONE, July 2013 | Volume 8 | Issue 7 | e69592",10.1073/pnas.1310331110,2013,IAI,,1.0,,1,duplicated blot panel,1,7/14/2008,,1.0,1.0,1,Adam Larson,https://pubmed.ncbi.nlm.nih.gov//17591247/,2,https://www.researchgate.net/publication/234106266_Chronic_Morphine_Treatment_Attenuates_Cell_Growth_of_Human_BT474_Breast_Cancer_Cells_by_Rearrangement_of_the_ErbB_Signalling_Network,University of Hyderabad,India,39,5.7,0.917
333,"Veronica Walker, David Morgan",Anti-ribosomal-P antibodies accelerate lupus glomerulonephritis and induce lupus nephritis in nai_ve mice,Cytokine 56 (2011) 365_¯_¿375,10.1128/JCM.42.2.665-669.2004,2009,5-May,,,1.0,,Mirrored blot,1,12/16/2005,,1.0,1.0,1,Veronica Walker,https://pubmed.ncbi.nlm.nih.gov//17217567/,3,https://www.researchgate.net/publication/237058297_Involvement_of_Nrf2-Mediated_Upregulation_of_Heme_Oxygenase-1_in_Mollugin-Induced_Growth_Inhibition_and_Apoptosis_in_Human_Oral_Cancer_Cells,University of Strasbourg,France,39,26.9,0.877
334,"Joseph Hart, Billy Barnes, David Ramirez, Joshua Nelson, Greg Olsen, Jo Thompson, Valerie Wilkerson, Keith Thomas, Jacob Forbes, Michael Hughes, Ann Lewis","Essential roles of PI(3)K_¯_¿_110b in cell growth, metabolism and tumorigenesis","Nature, Vol 504, 19/26 DECEMBER 2013",10.1111/j.1348-0421.2010.00241.x,2005,1-Jan,,1.0,,,"Several cuts, reused blot panel",1,7/20/2015,,1.0,1.0,1,Joseph Hart,https://pubmed.ncbi.nlm.nih.gov//26241041/,6,https://www.researchgate.net/publication/307818212_Correction_Multi-Method_Approach_for_Characterizing_the_Interaction_between_Fusarium_verticillioides_and_Bacillus_thuringiensis_Subsp_Kurstaki,The Ohio State University,United States,42,24,0.725
335,"Laura Cooper, Mike Clark, Matthew Little, Julie Holloway, Denise Parks, Benjamin Thomas, James Hill, Edward Martin DDS, Alan Simpson",Cisplatin in combination with zoledronic acid: A synergistic effect in triple-negative breast cancer cell lines,"Infect. Immun. Mar. 2004, p. 1223_¯_¿1229 Vol. 72, No. 3",10.1016/j.lungcan.2006.06.001,2012,IAI,,,1.0,,"Duplicated microscopy images, and other panels taken from previous paper",1,1/15/2010,,1.0,1.0,1,Laura Cooper,https://pubmed.ncbi.nlm.nih.gov//35632723/,15,https://www.researchgate.net/publication/236226777_Molecular_Mechanism_of_SSR128129E_an_Extracellularly_Acting_Small-Molecule_Allosteric_Inhibitor_of_FGF_Receptor_Signaling,Chi-Mei Medical Center,China,275,21,0.917
336,"Tiffany Mcgrath, Mark Li, Patricia Edwards, Charles Henderson, Taylor Meyer, Benjamin Arellano",Hemin-Induced Modifications of the Antigenicity and Hemin-Binding Capacity of Porphyromonas gingivalis Lipopolysaccharide,"PLOS ONE, May 2013 | Volume 8 | Issue 5 | e64904, doi:10.1371/journal.pone.0064904",10.1371/journal.pone.0064904,2013,JCM,,,1.0,,Overlapping microscopy images,1,1/15/2005,,1.0,,1,Tiffany Mcgrath,https://pubmed.ncbi.nlm.nih.gov//19156717/,11,https://www.researchgate.net/publication/23640023_The_Yersinia_pestis_Ail_Protein_Mediates_Binding_and_Yop_Delivery_to_Host_Cells_Required_for_Plague_Virulence,Harvard University,United States,14,36.8,0.881
337,"Thomas Martinez, April Jacobs, Carmen White, Jennifer Wright, Kelly Meyers, Christopher Turner, Cindy Dean",A SUMOylation-defective MITF germline mutation predisposes to melanoma and renal carcinoma,"Science 321, 1357 (2008)",10.3892/ijo.2013.1809,2000,,,,,,"duplicated gel panels, exact duplicate",1,8/15/2007,,1.0,1.0,1,Thomas Martinez,https://pubmed.ncbi.nlm.nih.gov//23382688/,7,https://www.researchgate.net/publication/260447987_Expression_and_Differentiation_between_OCT4A_and_Its_Pseudogenes_in_Human_ESCs_and_Differentiated_Adult_Somatic_Cells,University of Hyogo,Japan,43,24.3,0.78
338,"Cesar Robinson, John Higgins, Sherri Arroyo, Karen Martinez, Dorothy Harvey, Andrea Williams, Bradley Jones, Charles Rivera",Caveolin-1 is a novel regulator of K-RAS-dependent migration in colon carcinogenesis,"PLOS One, April 2014 | Volume 9 | Issue 4 | e95926",10.1186/bcr3322,2012,,,1.0,,,"Duplicated blot panels, different exposure",1,6/13/2016,,,,1,Cesar Robinson,https://pubmed.ncbi.nlm.nih.gov//25950810/,9,https://www.researchgate.net/publication/287071867_Correction_Proteasome_dysfunction_mediates_high_glucose-induced_apoptosis_in_rodent_beta_cells_and_human_islets_PLoS_ONE_2014_9_3_e92066_DOI_101371journalpone0092066,The University of York,United Kingdom,18,14.9,0.7
339,"Matthew Thompson, Kyle Williams DDS, Miranda Parker",FOXO4-Knockdown Suppresses Oxidative Stress-Induced Apoptosis of Early Pro-Angiogenic Cells and Augments Their Neovascularization Capacities in Ischemic Limbs,"Infect. Immun. 2012, 80(1):215",10.1016/j.ccr.2012.10.003,2012,IAI,,,,,bands in gel appear to be spliced in,1,12/14/2008,,1.0,,1,Matthew Thompson,https://pubmed.ncbi.nlm.nih.gov//23114871/,4,https://www.researchgate.net/publication/262846214_Carbon_Ion_Radiation_Inhibits_Glioma_and_Endothelial_Cell_Migration_Induced_by_Secreted_VEGF,Hankuk University of Foreign Studies,Korea (Republic of),16,43.3,0.925
340,"Gary Long, John Daniels, Laura Erickson, Matthew Mcdonald, Manuel Baker, Lori Wright, Heidi Jimenez, Christopher English, David Wells, Keith Martin","PrPST, a Soluble, Protease Resistant and Truncated PrP Form Features in the Pathogenesis of a Genetic Prion Disease","PLOS Genetics, January 2013 | Volume 9 | Issue 1 | e1003094",10.1016/j.lungcan.2006.06.001,2007,6-Jun,,,,,"overlapping microscopy images,but rotated/stretched",1,9/16/2016,,1.0,1.0,1,Gary Long,https://pubmed.ncbi.nlm.nih.gov//26252817/,5,https://www.researchgate.net/publication/234032042_Caveolin-1_is_a_novel_regulator_of_K-RAS-dependent_migration_in_colon_carcinogenesis,The Ohio State University,United States,43,33,0.929
341,"Daniel Luna, David Ruiz, Miranda Willis, Michelle Johnson, Billy Lee, Kimberly Frank, Courtney Castillo, Richard Miller",JMJD6 is a driver of cellular proliferation and motility and a marker of poor prognosis in breast cancer,"PLOS ONE, May 2014 | Volume 9 | Issue 5 | e96343",10.1371/journal.pone.0096343,2013,,,,1.0,,Multiple cases of duplicated blot strips,1,11/17/2016,,1.0,,1,Daniel Luna,https://pubmed.ncbi.nlm.nih.gov//23175173/,9,https://www.researchgate.net/publication/314290356_Corrigendum_Promoter_methylation_of_RASSF1A_modulates_the_effect_of_the_microtubule-targeting_agent_docetaxel_in_breast_cancer,University of Minnesota Twin Cities,United States,11,200.5,0.888
342,"Wayne Lopez, Brent Thomas, Johnny Hicks, Brandon King, Melissa Woods, Dawn Cohen, Sean Garrison",Katanin Localization Requires Triplet Microtubules in Chlamydomonas reinhardtii,"Infection, and Immunity, Jan. 1999, p. 80_¯_¿87 Vol. 67, No. 1",10.1371/journal.pone.0071127,2012,,1.0,1.0,,,gel panel appears to have patches,1,7/15/2008,,,1.0,1,Wayne Lopez,https://pubmed.ncbi.nlm.nih.gov//24586175/,5,https://www.researchgate.net/publication/49643437_Nasal_Immunization_with_a_Fusion_Protein_Consisting_of_the_Hemagglutinin_A_Antigenic_Region_and_the_Maltose-Binding_Protein_Elicits_CD11c_CD8_Dendritic_Cells_for_Induced_Long-Term_Protective_Immunity,Monash University (Australia),Australia,11,19.6,0.725
343,"Stephanie Vasquez, Sandra Stewart, Luis Douglas, James Lewis, Brian Boyer, Richard Vazquez, Lisa House","Drosophila Mgr, a Prefoldin subunit cooperating with von Hippel Lindau to regulate tubulin stability",mBio 2(6):  2011,10.1083/jcb.201201133,2014,,,,1.0,1,Duplicated bands in different order,1,7/22/2014,,,,1,Stephanie Vasquez,https://pubmed.ncbi.nlm.nih.gov//18772439/,2,https://www.researchgate.net/publication/264432072_S137_Phosphorylation_of_Profilin_1_Is_an_Important_Signaling_Event_in_Breast_Cancer_Progression,Blood transfusion centre of Slovenia - Zavod Republike Slovenije za transfuzijsko medicino,Slovenia,42,82.5,0.836
344,"Roger Davis, Cristian Johnson, Peggy Reyes, Matthew Fischer, Kathy Guerrero, Gary Walker, Terry Lowe, Jordan Bennett, Douglas Torres",HIV-1 Tat Protein Increases Microglial Outward K+ Current and Resultant Neurotoxic Activity,"Environmental Microbiology (2012) 14(8), 1982_¯_¿1994",10.1016/j.cyto.2014.07.249,2013,,,,,1,"Overlapping microscopy, mirrored blot panels, multiple cases",1,,,1.0,,1,Roger Davis,https://pubmed.ncbi.nlm.nih.gov//26252817/,4,https://www.researchgate.net/publication/308203028_Corrigendum_Distinct_expression_of_C44A_in_colorectal_cancer_detected_by_different_antibodies,Chi-Mei Medical Center,China,36,15.9,0.89
345,"Jeffrey Johnson, Jacqueline Bartlett DDS",Baicalein Selectively Induces Apoptosis in Activated Lymphocytes and Ameliorates Concanavalin A-Induced Hepatitis in Mice,"PLOS One, April 2014 | Volume 9 | Issue 4 | e92189",10.1073/pnas.1310331110,2013,,,,1.0,1,"Duplicated blot strips, stretched",1,,,1.0,,1,Jeffrey Johnson,https://pubmed.ncbi.nlm.nih.gov//22047961/,5,https://www.researchgate.net/publication/237004466_Osteopontin_signaling_upregulates_cyclooxygenase-2_expression_in_tumor-associated_macrophages_leading_to_enhanced_angiogenesis_and_melanoma_growth_via_alpha_9_beta_1_integrin,University of Minnesota Twin Cities,United States,21,13.3,0.891
346,"Angela Collins, Joann Roberts, Anthony Miller, Mackenzie Robinson, Karen Pearson",Multiple controls affect arsenite oxidase gene expression in Herminiimonas arsenicoxydans,Cytokine 46 (2009) 96_¯_¿99,10.1016/j.cyto.2014.07.249,2013,IAI,,,,,Duplicated microscopy images,1,6/16/2006,,1.0,1.0,1,Angela Collins,https://pubmed.ncbi.nlm.nih.gov//17196260/,6,https://www.researchgate.net/publication/40784897_Signaling_pathway_underlying_the_up-regulatory_effect_of_TNF-a_on_the_NaK_ATPase_in_HepG2_cells,University of Saskatchewan,Canada,missing,14.5,0.691
347,"Janice Mccoy, Michael Stevens, Natasha Brown, Melissa Robinson, Mark Thompson",Multiple controls affect arsenite oxidase gene expression in Herminiimonas arsenicoxydans,"Journal of Applied Microbiology 2010, 109:1668_¯_¿1676",10.1371/journal.pone.0092066,2014,IAI,,1.0,,,gel panel appears to have patches,1,1/13/2006,,1.0,1.0,1,Janice Mccoy,https://pubmed.ncbi.nlm.nih.gov//27634304/,13,https://www.researchgate.net/publication/234134892_Caffeic_Acid_Phenethyl_Ester_Inhibits_Oral_Cancer_Cell_Metastasis_by_Regulating_Matrix_Metalloproteinase-2_and_the_Mitogen-Activated_Protein_Kinase_Pathway,Logistical College of Chinese People's Armed Police Force,China,22,17.2,0.882
348,"Jesse Wilkins, Walter Wilcox, Mr. Jeffrey Oconnor, Kayla Rodriguez, Melinda Esparza, Dr. Jonathan Steele, Kendra Smith, Shaun Taylor, John Cox, Latoya Hernandez, Derek May, Jared Harrison",Upregulation of tumor necrosis factor-alpha expression by trans10-cis12 conjugated linoleic acid enhances phagocytosis of RAW macrophages via a peroxisome proliferator-activated receptor gamma-dependent pathway,Cytokine 70 (2014) 87_¯_¿96,10.1371/journal.pone.0093995,2012,,,,1.0,,"Duplicated FACS plots, multiple cases",1,,,1.0,,1,Jesse Wilkins,https://pubmed.ncbi.nlm.nih.gov//26960198/,5,https://www.researchgate.net/publication/5490445_Differential_chemokine_expression_in_tubular_cells_in_response_to_urinary_proteins_from_patients_with_nephrotic_syndrome,Hacettepe University,Turkey,7,19.9,0.931
349,"Travis Ballard, Daniel Reed, Alison Murphy, Kenneth Dawson, Jessica Wiley, Angela Benson, Miguel Bentley, Alyssa Sparks",Differential activation of the inflammasome in THP-1 cells exposed to chrysotile asbestos and Libby _¯_¿_½_¯_¿_½six-mix_¯_¿_½_¯_¿_½ amphiboles and subsequent activation of BEAS-2B cells,"PLOS Genetics, January 2013 | Volume 9 | Issue 1 | e1003094",10.1186/1471-2180-10-53,2012,6-Jun,,1.0,,1,"Duplicated or mirrored blot panels, or lanes within blots",1,1/15/2004,,,,1,Travis Ballard,https://pubmed.ncbi.nlm.nih.gov//25950810/,11,https://www.researchgate.net/publication/7343721_The_Helicobacter_pylori_Urease_B_Subunit_Binds_to_CD74_on_Gastric_Epithelial_Cells_and_Induces_NF-_B_Activation_and_Interleukin-8_Production,Delhi State Cancer Institute,India,22,37.5,0.923
350,"Amanda Booker, Jose Patterson, Brian Kramer, Russell Quinn, Lauren Hunt, Amanda Frazier",Proteasome Dysfunction Mediates High Glucose-Induced Apoptosis in Rodent Beta Cells and Human Islets,Microbiol Immunol 2010; 54: 564_¯_¿567,10.1016/j.cyto.2011.06.005,2008,IAI,,,,1,"Duplicated yet altered blots, multiple cases",1,7/15/2008,,1.0,,1,Amanda Booker,https://pubmed.ncbi.nlm.nih.gov//27384668/,8,https://www.researchgate.net/publication/240308294_Cyclin_D1_cooperates_with_p21_to_regulate_TGFb-mediated_breast_cancer_cell_migration_and_tumor_local_invasion,Chinese Academy of Agricultural Sciences,China,10,35.3,0.911
351,"Nichole Gould, Krystal Miller, Brittany Roberts, James Ruiz, Melissa Lee, Madeline Smith, Breanna Maxwell",Decursin Isolated from Angelica gigas Nakai Rescues PC12 Cells from Amyloid __-Protein-Induced Neurotoxicity through Nrf2-Mediated Upregulation of Heme Oxygenase-1: Potential Roles of MAPK,"Infect. Immun. Mar. 2003, p. 1209_¯_¿1216",10.1128/JCM.42.3.1082-1088.2004,2013,4-Apr,,,1.0,,"Duplicated or mirrored blot panels, or lanes within blots",1,8/15/2007,,1.0,,1,Nichole Gould,https://pubmed.ncbi.nlm.nih.gov//22252866/,8,https://www.researchgate.net/publication/6429988_Time-dependent_onset_of_Interferon-a2b-induced_apoptosis_in_isolated_hepatocytes_from_preneoplastic_rat_livers,Zagazig University,Egypt,87,82.5,0.929
352,"Rebecca Barnes, Sara Harrison, Jeremy Cook, Danny Barber, Laura Haynes",Cell Atavistic Transition: Paired Box 2 Re-Expression Occurs in Mature Tubular Epithelial Cells during Acute Kidney Injury and Is Regulated by Angiotensin II,Lung Cancer 67 (2010) 205_¯_¿215,10.1371/journal.ppat.1003445,2014,,,,,,"Duplicated FACS panels, but different gating numbers",1,9/30/2014,,1.0,,1,Rebecca Barnes,https://pubmed.ncbi.nlm.nih.gov//26195551/,8,https://www.researchgate.net/publication/8882630_Association_of_Presence_of_Aspergillus_Antibodies_with_Hemoptysis_in_Patients_with_Old_Tuberculosis_or_Bronchiectasis_but_No_Radiologically_Visible_Mycetoma,China Medical University (ROC),China,4,25,0.717
