Authors,Title,Citation,DOI,Year,Month,0,1,2,3,FINDINGS,Reported,Correction Date,Retraction,Correction,No Action,"SUM 
Completed",First Author,URL,Author count,ResearchGate_Link,university/institution,Research Interest Score,Citations,Location_List,Location
"Kelei Zhao, Xin Deng, Chuan He, Bisong Yue, and Min Wu",Pseudomonas aeruginosa Outer Membrane Vesicles Modulate Host Immune Responses by Targeting the Toll-Like Receptor 4 Signaling Pathway,"Infect. Immun. 2013, 81(12):4509",10.1128/IAI.01008-13,2013,IAI,,,,1,"duplicated blots, shifted, band duplicated within same panel",1,5/1/15,1.0,,,1,Kelei Zhao,https://pubmed.ncbi.nlm.nih.gov//25878163/,5,https://www.researchgate.net/publication/257250343_Pseudomonas_aeruginosa_Outer_Membrane_Vesicles_Modulate_Host_Immune_Responses_by_Targeting_the_Toll-Like_Receptor_4_Signaling_Pathway,Chinese Academy of Sciences,28.2,44,China,China
"Whitney M. Amyot, Dennise deJesus, and Ralph R. Isberg ",Poison Domains Block Transit of Translocated Substrates via the Legionella pneumophila Icm/Dot System,"Infect. Immun. 2013, 81(9):3239. DOI: 10.1128/IAI.00552-13",10.1128/IAI.00552-13,2013,IAI,,1.0,,,"duplicated gel panels, exact duplicate",1,10/1/14,,1.0,,1,Whitney M. Amyot,https://pubmed.ncbi.nlm.nih.gov//31501284/,3,,,9.3,18,missing_location,Location information not found
"Xianqiong Zou, Brent S. Sorenson, Karen F. Ross, and Mark C. Herzberg",Augmentation of Epithelial Resistance to Invading Bacteria by Using mRNA Transfections,"Infect. Immun. 2013, 81(11):3975",10.1128/IAI.00539-13,2013,IAI,,1.0,,,"duplicated actin blot panels, exact",1,3/1/15,,1.0,,1,Xianqiong Zou,https://pubmed.ncbi.nlm.nih.gov//23940207/,4,https://www.researchgate.net/publication/255790852_Augmentation_of_Epithelial_Resistance_to_Invading_Bacteria_by_Using_mRNA_Transfections,University of Minnesota Twin Cities,9.3,18,United States,United States
"Xiucai Xu, Tingting Liu, Aimei Zhang, Xingxing Huo, Qingli Luo, Zhaowu Chen, Li Yu, Qing Li, Lili Liu, Zhao-rong Lun, and Jilong Shen","Reactive Oxygen Species-Triggered Trophoblast Apoptosis Is Initiated by Endoplasmic Reticulum Stress via Activation of Caspase-12, CHOP and the JNK Pathway in Toxoplasma gondii Infection in Mice","Infect. Immun. 2012, 80(6):2121",10.1128/IAI.06295-11,2013,IAI,,,,1,"duplicated FACS plots, one pair exact, other possibly altered, duplicated blot panels, flipped",1,4/1/15,1.0,,,1,Xiucai Xu,https://pubmed.ncbi.nlm.nih.gov//25784756/,11,https://www.researchgate.net/publication/223986090_Reactive_Oxygen_Species-Triggered_Trophoblast_Apoptosis_Is_Initiated_by_Endoplasmic_Reticulum_Stress_via_Activation_of_Caspase-12_CHOP_and_the_JNK_Pathway_in_Toxoplasma_gondii_Infection_in_Mice,The University of York,9.3,18,England,United Kingdom
"Jiale Ma, Yinli Bao, Min Sun, Wenyang Dong, Zihao Pan, Wei Zhang, Chengping Lu, Huochun Yao",Two Functional Type VI Secretion Systems in Avian Pathogenic Escherichia coli Are Involved in Different Pathogenic Pathways,"Infection, and Immunity, September 2014 Volume 82 Number 9 p. 3867ï¿½3879",10.1128/IAI.01769-14,2014,IAI,,,,1,Duplicated lanes within same blot,1,7/8/15,,1.0,,1,Jiale Ma,https://pubmed.ncbi.nlm.nih.gov//24980972/,8,https://www.researchgate.net/publication/263586647_Two_Functional_Type_VI_Secretion_Systems_in_Avian_Pathogenic_Escherichia_coli_Are_Involved_in_Different_Pathogenic_Pathways,Nanjing Agricultural University,9.3,18,China,China
"N. Zhi, N. Ohashi, Y. Rikihisa, H. W. Horowitz, G. P. Wormser, and K. Hechemy",Cloning and Expression of the 44-Kilodalton Major Outer Membrane Protein Gene of the Human Granulocytic Ehrlichiosis Agent and Application of the Recombinant Protein to Serodiagnosis,"J. Clin. Microbiol. 1998, 36(6):1666-1673",PMID: 9620397,1998,JCM,,1.0,,,duplication of whole blot?,1,,,,1.0,1,N. Zhi,https://pubmed.ncbi.nlm.nih.gov//11682518/,6,,,9.3,18,missing_location,Location information not found
"Michael Waters, Amanda Savoie, Helen S. Garmory, Dawn Bueschel, Michel R. Popoff, J. Glenn Songer, Richard W. Titball, Bruce A. McClane, and Mahfuzur R. Sarker",Genotyping and Phenotyping of Beta2-Toxigenic Clostridium perfringens Fecal Isolates Associated with Gastrointestinal Diseases in Piglets,"J. Clin. Microbiol. 2003, 41(8):3584",10.1128/JCM.41.8.3584-3591.2003,2003,JCM,1.0,,,1,bands in gel appear to be spliced in,1,,,,1.0,1,Michael Waters,https://pubmed.ncbi.nlm.nih.gov//16081942/,9,https://www.researchgate.net/publication/6372439_Genotyping_and_Phenotyping_of_Beta2-Toxigenic_Clostridium_perfringens_Fecal_Isolates_Associated_with_Gastrointestinal_Diseases_in_Piglets,U.S. Food and Drug Administration,9.3,18,missing_location,United States
"Sou-Ichi Makino, Toru Tobe, Hiroshi Asakura, Masahisa Watarai, Testuya Ikeda, Koichi Takeshi, and Chihiro Sasakawa",Distribution of the Secondary Type III Secretion System Locus Found in Enterohemorrhagic Escherichia coli O157:H7 Isolates among Shiga Toxin-Producing E. coli Strains,"J. Clin. Microbiol. 2003, 41(6):2341",10.1128/JCM.41.6.2341-2347.2003,2003,JCM,1.0,,,1,"repetitive bands, and background in gel panel",1,,,,1.0,1,Sou-Ichi Makino,https://pubmed.ncbi.nlm.nih.gov//9927001/,7,,Osaka University,25.6,51,missing_location,Japan
"Chung-ming Chu, Patrick C. Y. Woo, Ken T. K. Chong, Wah-shing Leung, Veronica L. Chan, and Kwok-yung Yuen",Association of Presence of Aspergillus Antibodies with Hemoptysis in Patients with Old Tuberculosis or Bronchiectasis but No Radiologically Visible Mycetoma,"J. Clin. Microbiol. 2004, 42(2):665",10.1128/JCM.42.2.665-669.2004,2004,JCM,,1.0,,,multiple duplications of negative blot strips,1,,,,1.0,1,Chung-ming Chu,https://pubmed.ncbi.nlm.nih.gov//36314786/,6,https://www.researchgate.net/publication/8882630_Association_of_Presence_of_Aspergillus_Antibodies_with_Hemoptysis_in_Patients_with_Old_Tuberculosis_or_Bronchiectasis_but_No_Radiologically_Visible_Mycetoma,Hong Kong Hospital Authority,9.4,23,missing_location,Hong Kong
"Patrick C. Y. Woo, Susanna K. P. Lau, Beatrice H. L. Wong, Kwok-Hung Chan, Wai-Ting Hui, Grace S. W. Kwan, J. S. Malik Peiris, Robert B. Couch, and Kwok-Yung Yuen",False-Positive Results in a Recombinant Severe Acute Respiratory Syndrome-Associated Coronavirus (SARS-CoV) Nucleocapsid Enzyme-Linked Immunosorbent Assay Due to HCoV-OC43 and HCoV-229E Rectified by Western Blotting with Recombinant SARS-CoV Spike Polypeptide,"J. Clin. Microbiol. 2004, 42(12):5885",10.1128/JCM.42.12.5885-5888.2004,2004,JCM,,1.0,,,two similar looking western blot strips,1,,,,1.0,1,Patrick C. Y. Woo,https://pubmed.ncbi.nlm.nih.gov//36314802/,9,https://www.researchgate.net/publication/8145245_False-Positive_Results_in_a_Recombinant_Severe_Acute_Respiratory_Syndrome-Associated_Coronavirus_SARS-CoV_Nucleocapsid_Enzyme-Linked_Immunosorbent_Assay_Due_to_HCoV-OC43_and_HCoV-229E_Rectified_by_Wes,The University of Hong Kong,36.8,81,Hong Kong,Hong Kong
"Wulamu Mamuti, Hiroshi Yamasaki, Yasuhito Sako, Minoru Nakao, Ning Xiao, Kazuhiro Nakaya, Naoki Sato, Dominique A. Vuitton, Renaud Piarroux, Marshall W. Lightowlers, Philip S. Craig, and Akira Ito","Molecular Cloning, Expression and Serological Evaluation of an 8-Kilodalton Subunit of Antigen B from Echinococcus multilocularis","J. Clin. Microbiol. 2004, 42(3):1082",10.1128/JCM.42.3.1082-1088.2004,2004,JCM,,1.0,,,duplication of whole panel?,1,,,,1.0,1,Wulamu Mamuti,https://pubmed.ncbi.nlm.nih.gov//22446351/,12,https://www.researchgate.net/publication/7565543_Molecular_Cloning_Expression_and_Serological_Evaluation_of_an_8-Kilodalton_Subunit_of_Antigen_B_from_Echinococcus_multilocularis,National Institute of Health and Nutrition,18.3,59,Failed to fetch page,Japan
"Jean-Philippe Lavigne, He_lï¿½ne Marchandin, Nicole Bouziges, and Albert SottoS",First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe,"J. Clin. Microbiol. 2005, 43(7):3512. DOI: 10.1128/JCM.43.7.3512-3515.2005",10.1128/JCM.43.7.3512-3515.2005,2005,JCM,,,,1,gel panel appears to have patches,1,,,,1.0,1,Jean-Philippe Lavigne,https://pubmed.ncbi.nlm.nih.gov//10479146/,4,https://www.researchgate.net/publication/7744792_First_Infection_with_VanD-Type_Glycopeptide-Resistant_Enterococcus_faecium_in_Europe,Centre Hospitalier Régional Universitaire de Nîmes,3.5,7,Failed to fetch page,France
"Michael Waters, Deepa Raju, Helen S. Garmory, Michel R. Popoff, and Mahfuzur R. Sarker",Regulated Expression of the Beta2-Toxin Gene ( cpb2) in Clostridium perfringens Type A Isolates from Horses with Gastrointestinal Diseases,"J. Clin. Microbiol. 2005, 43(8):4002",10.1128/JCM.43.8.4002-4009.2005,2005,JCM,1.0,,,1,"duplicated background, pasted-in bands?",1,,,,1.0,1,Michael Waters,https://pubmed.ncbi.nlm.nih.gov//16081942/,5,,U.S. Food and Drug Administration,3.5,7,missing_location,United States
"Ana Mena, Virginia Plasencia, Laura Garci_a, Olga Hidalgo, Josï¿½ Ignacio Ayestarï¿½n, Sebastiï¿½n Alberti, Nuria Borrell, Josï¿½ L. Pï¿½rez, and Antonio OliverW. Li",Characterization of a Large Outbreak by CTX-M-1-Producing Klebsiella pneumoniae and Mechanisms Leading to In Vivo Carbapenem Resistance Development,"J. Clin. Microbiol. 2006, 44(8):2831",10.1128/JCM.00418-06,2006,JCM,,,,1,duplicated bands within same gel panel,1,,,,1.0,1,Ana Mena,https://pubmed.ncbi.nlm.nih.gov//19686282/,9,https://www.researchgate.net/publication/6894571_Characterization_of_a_Large_Outbreak_by_CTX-M-1-Producing_Klebsiella_pneumoniae_and_Mechanisms_Leading_to_In_Vivo_Carbapenem_Resistance_Development,Hospital Universitari Son Espases,3.5,7,Failed to fetch page,Spain
"Henry E. Cerny, Douglas G. Rogers, Jeffrey T. Gray, David R. Smith, and Susanne Hinkley","Effects of Moraxella (Branhamella) ovis Culture Filtrates on Bovine Erythrocytes, Peripheral Mononuclear Cells and Corneal Epithelial Cells","J. Clin. Microbiol. 2006, 44(3):772",10.1128/JCM.44.3.772-776.2006,2006,JCM,,1.0,,,duplicated microscopy panel,1,,,,1.0,1,Henry E. Cerny,https://pubmed.ncbi.nlm.nih.gov//17561358/,5,,,3.5,7,missing_location,Location information not found
"Suharni Mohamad, Norhaida Che Azmi, and Rahmah Noordin","Development and Evaluation of a Sensitive and Specific Assay for Diagnosis of Human Toxocariasis by Use of Three Recombinant Antigens (TES-26, TES-30USM and TES-120)","J. Clin. Microbiol. 2009, 47(6):1712. DOI: 10.1128/JCM.00001-09",10.1128/JCM.00001-09,2009,JCM,1.0,,,1,2 adjacent lanes in same panel look very similar when one is stretched (multiplecases),1,,,,1.0,1,Suharni Mohamad,https://pubmed.ncbi.nlm.nih.gov//18318937/,3,https://www.researchgate.net/publication/24280496_Development_and_Evaluation_of_a_Sensitive_and_Specific_Assay_for_Diagnosis_of_Human_Toxocariasis_by_Use_of_Three_Recombinant_Antigens_TES-26_TES-30USM_and_TES-120,Universiti Sains Malaysia,3.5,7,Malaysia,Malaysia
"Adis Tasanarong, Supranee Kongkham, and Sookkasem Khositseth",Dual Inhibiting Senescence and Epithelial-to-Mesenchymal Transition by Erythropoietin Preserve Tubular Epithelial Cell Regeneration and Ameliorate Renal Fibrosis in Unilateral Ureteral Obstruction,"BioMed Research International - Volume 2013, Article ID 308130 ",10.1155/2013/308130,2013,,,,1.0,,Overlapping microscopy images,1,3/19/17,,1.0,,1,Adis Tasanarong,https://pubmed.ncbi.nlm.nih.gov//24350257/,3,,Thammasat University,3.5,7,missing_location,Thailand
"Anahita Rahmani, Danial Kheradmand, Peyman Keyhanvar, Alireza Shoae-Hassani, and Amir Darbandi-Azar",Neurogenesis and Increase in Differentiated Neural Cell Survival via Phosphorylation of Akt1 after Fluoxetine Treatment of Stem Cells,"BioMed Research International, Volume 2013, Article ID 582526",10.1155/2013/582526,2013,,,,1.0,Paul Higgins,Rotated microscopy images,1,2/1/15,,1.0,,1,Anahita Rahmani,https://pubmed.ncbi.nlm.nih.gov//24024202/,5,,Iran University of Medical Sciences,3.5,7,missing_location,Iran
"Gurbet Celik, Asli Semiz, Serdar Karakurt, Sevki Arslan, Orhan Adali, and Alaattin Sen",A Comparative Study for the Evaluation of Two Doses of Ellagic Acid on Hepatic Drug Metabolizing and Antioxidant Enzymes in the Rat,"BioMed Research International Volume 2013, Article ID 358945",10.1155/2013/358945,2013,,,1.0,,,Multiple cases of reused blot panels,1,12/1/14,,1.0,,1,Gurbet Celik,https://pubmed.ncbi.nlm.nih.gov//8625497/,6,https://www.researchgate.net/publication/256086235_A_Comparative_Study_for_the_Evaluation_of_Two_Doses_of_Ellagic_Acid_on_Hepatic_Drug_Metabolizing_and_Antioxidant_Enzymes_in_the_Rat,Pamukkale University,3.5,7,missing_location,Turkey
"Young-Man Lee, Q-Schick Auh, Deok-Won Lee, Jun-Yeol Kim, Ha-Jin Jung, Seung-Ho Lee, and Eun-Cheol Kim",Involvement of Nrf2-Mediated Upregulation of Heme Oxygenase-1 in Mollugin-Induced Growth Inhibition and Apoptosis in Human Oral Cancer Cells,"BioMed Research International Volume 2013, Article ID 210604",10.1155/2013/210604,2013,,1.0,1.0,,George Perry,"Several cuts, reused blot panel",1,7/1/14,,1.0,,1,Young-Man Lee,https://pubmed.ncbi.nlm.nih.gov//32908872/,7,,Kyung Hee University,3.5,7,missing_location,South Korea
"Chih-Zen Chang, Shu-Chuan Wu, and Aij-Lie Kwan","Magnesium Lithospermate B, an Active Extract of Salvia miltiorrhiza, Mediates sGC/cGMP/PKG Translocation in Experimental Vasospasm","BioMed Research International, Volume 2014, Article ID 272101",10.1155/2014/272101,2014,,,,1.0,,"Two sets of duplicated blot panels, one rotated",1,1/12/16,,1.0,,1,Chih-Zen Chang,https://pubmed.ncbi.nlm.nih.gov//24804208/,3,https://www.researchgate.net/publication/262114047_Magnesium_Lithospermate_B_an_Active_Extract_of_Salvia_miltiorrhiza_Mediates_sGCcGMPPKG_Translocation_in_Experimental_Vasospasm,Kaohsiung Medical University,3.5,7,Taiwan,Taiwan
"Jaeson Santos Calla-Choque, Elisa Elvira Figueroa-Angulo, Leticia A_vila-Gonzï¿½lez, and Rossana Arroyoi",__-Actinin TvACTN3 of Trichomonas vaginalis Is an RNA-Binding Protein That Could Participate in Its Posttranscriptional Iron Regulatory Mechanism,"BioMed Research International Volume 2014, Article ID 424767",10.1155/2014/424767,2014,,,1.0,,,Multiple cases of reused blot strips,1,5/23/16,,1.0,,1,Jaeson Santos Calla-Choque,https://pubmed.ncbi.nlm.nih.gov//24719864/,4,https://www.researchgate.net/publication/261521822_a-Actinin_TvACTN3_of_Trichomonas_vaginalis_Is_an_RNA-Binding_Protein_That_Could_Participate_in_Its_Posttranscriptional_Iron_Regulatory_Mechanism/fulltext/549019160cf2d1800d863c07/a-Actinin-TvACTN3-of-Trichomonas-vaginalis-Is-an-RNA-Binding-Protein-That-Could-Participate-in-Its-Posttranscriptional-Iron-Regulatory-Mechanism.pdf,"University of California, San Diego",3.5,7,missing_location,United States
"Li Han, Yafeng Wang, Xiaojuan Guo, Yubing Zhou, Jingmin Zhang, Ning Wang, Jinhua Jiang, Fang Ma, and Qingduan Wang",Downregulation of MDR1 Gene by Cepharanthine Hydrochloride Is Related to the Activation of c-Jun/JNK in K562/ADR Cells,"BioMed Research International, Volume 2014, Article ID 164391",10.1155/2014/164391,2014,,,,1.0,,Shifted actin blot panels,1,12/5/16,1.0,,,1,Li Han,https://pubmed.ncbi.nlm.nih.gov//28050561/,9,https://www.researchgate.net/publication/312058610_Retracted_Downregulation_of_MDR1_Gene_by_Cepharanthine_Hydrochloride_Is_Related_to_the_Activation_of_c-JunJNK_in_K562ADR_Cells,,3.5,7,missing_location,Location information not found
"Silvana Lorena Della Penna, Gabriel Cao, Andrea Carranza, Elsa Zotta, Susana Gorzalczany, Carolina Susana Cerrudo, Natalia Luci_a Rukavina Mikusic, Alicia Correa, Verï¿½nica Trida, Jorge Eduardo Toblli, Marï¿½a Inï¿½s Rosï¿½n, and Belisario Enrique Fernï¿½ndezlypep",Renal Overexpression of Atrial Natriuretic Peptide and Hypoxia Inducible Factor-1__ as Adaptive Response to a High Salt Diet,"BioMed Research International, Volume 2014, Article ID 936978",10.1155/2014/936978,2014,,,1.0,,,"Duplicated microscopy images, and other panels taken from previous paper",1,9/1/14,,1.0,,1,Silvana Lorena Della Penna,https://pubmed.ncbi.nlm.nih.gov//20954139/,12,https://www.researchgate.net/publication/261258468_Renal_Overexpression_of_Atrial_Natriuretic_Peptide_and_Hypoxia_Inducible_Factor-1a_as_Adaptive_Response_to_a_High_Salt_Diet,UNSW Sydney,3.5,7,Australia,Australia
"Mao-Lin Ho, Yih-Shou Hsieh, Jia-Yuh Chen, Kuo-Shuen Chen, Jia-Jing Chen, Wu-Hsien Kuo, Shu-Jiuan Lin, and Pei-Ni Chen",Antimetastatic Potentials of Dioscorea nipponica on Melanoma In Vitro and In Vivo,"Evidence-Based Complementary, and Alternative Medicine, Volume 2011, Article ID 507920",10.1155/2011/507920,2011,,,,1.0,,Two sets of rotated microscopy images,1,11/11/15,,1.0,,1,Mao-Lin Ho,https://pubmed.ncbi.nlm.nih.gov//21274459/,8,https://www.researchgate.net/publication/49792117_Antimetastatic_Potentials_of_Dioscorea_nipponica_on_Melanoma_In_Vitro_and_In_Vivo,Chung Shan Medical University,3.5,7,Taiwan,Taiwan
"Chao-Bin Yeh, Ming-Ju Hsieh, Yih-Shou Hsieh, Ming-Hsien Chien, Pen-Yuan Lin, Hui-Ling Chiou, and Shun-Fa Yang",Terminalia catappa Exerts Antimetastatic Effects on Hepatocellular Carcinoma through Transcriptional Inhibition of Matrix Metalloproteinase-9 by Modulating NF-_B and AP-1 Activity,"Evidence-Based Complementary, and Alternative Medicine, Volume 2012, Article ID 595292",10.1155/2012/595292,2012,,,,1.0,,overlapping microscopy images,1,11/15/15,,1.0,,1,Chao-Bin Yeh,https://pubmed.ncbi.nlm.nih.gov//26692372/,7,https://www.researchgate.net/publication/233965067_Terminalia_catappa_Exerts_Antimetastatic_Effects_on_Hepatocellular_Carcinoma_through_Transcriptional_Inhibition_of_Matrix_Metalloproteinase-9_by_Modulating_NF-kB_and_AP-1_Activity,Chung Shan Medical University,3.5,7,Taiwan,Taiwan
"Ying-Yi Chen, Fon-Chang Liu, Pei-Yu Chou, Yi-Chung Chien, Wun-Shaing Wayne Chang, Guang-Jhong Huang, Chieh-Hsi Wu, and Ming-Jyh Sheu","Ethanol Extracts of Fruiting Bodies of Antrodia cinnamomea Suppress CL1-5 Human Lung Adenocarcinoma Cells Migration by Inhibiting Matrix Metalloproteinase-2/9 through ERK, JNK, p38 and PI3K/Akt Signaling Pathways","Evidence-Based Complementary, and Alternative Medicine, Volume 2012, Article ID 378415",10.1155/2012/378415,2012,,,1.0,,,Duplicated 0h microscopy images,1,12/2/12,,1.0,,1,Ying-Yi Chen,https://pubmed.ncbi.nlm.nih.gov//22464013/,8,https://www.researchgate.net/publication/221979602_Ethanol_Extracts_of_Fruiting_Bodies_of_Antrodia_cinnamomea_Suppress_CL1-5_Human_Lung_Adenocarcinoma_Cells_Migration_by_Inhibiting_Matrix_Metalloproteinase-29_through_ERK_JNK_p38_and_PI3KAkt_Signaling_,China Medical University (ROC),3.5,7,Failed to fetch page,Taiwan
"Chih-Yu Peng, Hui-Wen Yang, Yin-Hung Chu, Yu-Chao Chang, Ming-Ju Hsieh, Ming-Yung Chou, Kun-Tu Yeh, Yueh-Min Lin, Shun-Fa Yang, and Chiao-Wen Lin",Caffeic Acid Phenethyl Ester Inhibits Oral Cancer Cell Metastasis by Regulating Matrix Metalloproteinase-2 and the Mitogen-Activated Protein Kinase Pathway,"Evidence-Based Complementary, and Alternative Medicine, Volume 2012, Article ID 732578",10.1155/2012/732578,2012,,,1.0,,,Duplicated microscopy panels,1,1/6/16,,1.0,,1,Chih-Yu Peng,https://pubmed.ncbi.nlm.nih.gov//23320037/,10,https://www.researchgate.net/publication/234134892_Caffeic_Acid_Phenethyl_Ester_Inhibits_Oral_Cancer_Cell_Metastasis_by_Regulating_Matrix_Metalloproteinase-2_and_the_Mitogen-Activated_Protein_Kinase_Pathway,Chung Shan Medical University,3.5,7,Taiwan,Taiwan
"Chiung-Chyi Shen, Yi-Chin Yang, Ming-Tsang Chiao, Shiuh-Chuan Chan, and Bai-Shuan Liu",Low-Level Laser Stimulation on Adipose-Tissue-Derived Stem Cell Treatments for Focal Cerebral Ischemia in Rats,"Evidence-Based Complementary, and Alternative Medicine, Volume 2013, Article ID 594906",10.1155/2013/594906,2013,,,,1.0,,shifted GAPDH panels,1,12/10/15,,1.0,,1,Chiung-Chyi Shen,https://pubmed.ncbi.nlm.nih.gov//24363769/,5,https://www.researchgate.net/publication/259450234_Low-Level_Laser_Stimulation_on_Adipose-Tissue-Derived_Stem_Cell_Treatments_for_Focal_Cerebral_Ischemia_in_Rats,Taichung Veterans General Hospital,3.5,7,Failed to fetch page,Taiwan
"Li Li, Ji-kun Du, Li-yi Zou, Tie Wu, Yong-woo Lee, and Yong-ho Kim",Decursin Isolated from Angelica gigas Nakai Rescues PC12 Cells from Amyloid __-Protein-Induced Neurotoxicity through Nrf2-Mediated Upregulation of Heme Oxygenase-1: Potential Roles of MAPK,"Evidence-Based Complementary, and Alternative Medicine, Volume 2013, Article ID 467245",10.1155/2013/467245,2013,,1.0,,1.0,,Multiple cases of shifted or rotated blot panels,1,9/3/14,,1.0,,1,Li Li,https://pubmed.ncbi.nlm.nih.gov//30719058/,6,,Guangdong Medical College,3.5,7,missing_location,China
"Nabilatul Hani Mohd-Radzman, Wan Iryani Wan Ismail, Siti Safura Jaapar, Zainah Adam, and Aishah Adam",Stevioside from Stevia rebaudiana Bertoni Increases Insulin Sensitivity in 3T3-L1 Adipocytes,"Evidence-Based Complementary, and Alternative Medicine, Volume 2013, Article ID 938081",10.1155/2013/938081,2013,,,,,1,Same band seen twice in one blot strip,1,6/21/16,,1.0,,1,Nabilatul Hani Mohd-Radzman,https://pubmed.ncbi.nlm.nih.gov//24391675/,5,https://www.researchgate.net/publication/259589058_Stevioside_from_Stevia_rebaudiana_Bertoni_Increases_Insulin_Sensitivity_in_3T3-L1_Adipocytes,Universiti Malaysia Terengganu,3.5,7,Malaysia,Malaysia
"Zhiqiang Wang, Baofang Jin, Xindong Zhang, Yugui Cui, Dalin Sun, and Chao Gao",Yangjing Capsule Extract Promotes Proliferation of GC-1 Spg Cells,"Evidence-Based Complementary, and Alternative Medicine, Volume 2014, Article ID 640857",10.1155/2014/640857,2014,,,,,1,Possibly manipulated FACS images,1,11/9/15,,1.0,,1,Zhiqiang Wang,https://pubmed.ncbi.nlm.nih.gov//24817900/,6,https://www.researchgate.net/publication/307798255_Corrigendum_to_Yangjing_Capsule_Extract_Promotes_Proliferation_of_GC-1_Spg_Cells,,3.5,7,missing_location,Location information not found
"Ya-min Zhang, Hong Xu, Hua Sun, Su-hui Chen, and Fu-ming Wang",Electroacupuncture Treatment Improves Neurological Function Associated with Regulation of Tight Junction Proteins in Rats with Cerebral Ischemia Reperfusion Injury,"Evidence-Based Complementary, and Alternative Medicine, Volume 2014, Article ID 989340",10.1155/2014/989340,2014,,,,1.0,,overlapping microscopy images,1,11/11/15,,1.0,,1,Ya-min Zhang,https://pubmed.ncbi.nlm.nih.gov//25009574/,5,https://www.researchgate.net/publication/263815257_Electroacupuncture_Treatment_Improves_Neurological_Function_Associated_with_Regulation_of_Tight_Junction_Proteins_in_Rats_with_Cerebral_Ischemia_Reperfusion_Injury/fulltext/03c4dd0a0cf23e9d800b026b/Electroacupuncture-Treatment-Improves-Neurological-Function-Associated-with-Regulation-of-Tight-Junction-Proteins-in-Rats-with-Cerebral-Ischemia-Reperfusion-Injury.pdf,,3.5,7,missing_location,Location information not found
"Lilian Amrein, May Shawi, Jeremy Grenier, Raquel Aloyz, and Lawrence Panasci",The phosphatidylinositol-3 kinase I inhibitor BKM120 induces cell death in B-chronic lymphocytic leukemia cells in vitro,"Int. J. Cancer: 133, 247ï¿½252 (2013)",10.1002/ijc.27989,2013,,,1.0,,,Duplicated control blot panel,1,8/7/15,,1.0,,1,Lilian Amrein,https://pubmed.ncbi.nlm.nih.gov//23850807/,5,https://www.researchgate.net/publication/233914282_The_phosphatidylinositol-3_kinase_I_inhibitor_BKM120_induces_cell_death_in_B-chronic_lymphocytic_leukemia_cells_in_vitro,Unicancer,3.5,7,Failed to fetch page,Location information not found
"Gong Yang, Imelda Mercado-Uribe, Asha S. Multani, Subrata Sen, Ie-Ming Shih, Kwong-Kwok Wong, David M. Gershenson, and Jinsong Liu",RAS promotes tumorigenesis through genomic instability induced by imbalanced expression of Aurora-A and BRCA2 in midbody during cytokinesis,"Int. J. Cancer: 133, 275ï¿½286 (2013) ",10.1002/ijc.28032,2013,,,,1.0,,Overlapping microscopy images,1,7/1/15,,1.0,,1,Gong Yang,https://pubmed.ncbi.nlm.nih.gov//26153645/,8,,University of Texas MD Anderson Cancer Center,3.5,7,missing_location,United States
"Sujit K. Bhutia, Swadesh K. Das, Belal Azab, Mitchell E. Menezes, Paul Dent, Xiang-Yang Wang, Devanand Sarkar, and Paul B. Fisher",Targeting breast cancer-initiating/stem cells with melanoma differentiation-associated gene-7/interleukin-24,"Int. J. Cancer: 133, 2726ï¿½2736 (2013)",10.1002/ijc.28289,2013,,,,1.0,,Overlapping microscopy images,1,4/15/16,,1.0,,1,Sujit K. Bhutia,https://pubmed.ncbi.nlm.nih.gov//27080528/,8,https://www.researchgate.net/publication/303366218_Targeting_breast_cancer-initiatingstem_cells_with_melanoma_differentiation-associated_gene-7interleukin-24_vol_133_pg_2726_2013,National Institute of Technology Rourkela,3.5,7,India,India
"Upal K. Basu Roy, Rebecca S. Henkhaus, Fotios Loupakis, Chiara Cremolini, Eugene W. Gerner, and Natalia A. Ignatenko",Caveolin-1 is a novel regulator of K-RAS-dependent migration in colon carcinogenesis,"Int. J. Cancer: 133, 43ï¿½58 (2013) ",10.1002/ijc.28001,2013,,,,1.0,,"Reused blot, shifted, other protein",1,8/7/15,,1.0,,1,Upal K. Basu Roy,https://pubmed.ncbi.nlm.nih.gov//26252817/,6,https://www.researchgate.net/publication/234032042_Caveolin-1_is_a_novel_regulator_of_K-RAS-dependent_migration_in_colon_carcinogenesis,Clinical Reference Laboratory,3.5,7,Failed to fetch page,Location information not found
"Teresa Lorenzi, Maria Lorenzi, Emma Altobelli, Daniela Marzioni, Emanuela Mensa__, Alexia Quaranta, Francesca Paolinelli, Manrico Morroni, Roberta Mazzucchelli, Antonio De Luca, Antonio Domenico Procopio, Alfonso Baldi, Giovanni Muzzonigro, Rodolfo Montironi, and Mario Castellucci",HtrA1 in human urothelial bladder cancer: A secreted protein and a potential novel biomarker,"Int. J. Cancer: 133, 2650ï¿½2661 (2013)",10.1002/ijc.28280,2013,,,,,1,"Reused lanes, possibly duplicated lanes",1,8/7/15,,1.0,,1,Teresa Lorenzi,https://pubmed.ncbi.nlm.nih.gov//26252818/,15,https://www.researchgate.net/publication/236948811_HtrA1_in_human_urothelial_bladder_cancer_A_secreted_protein_and_a_potential_novel_biomarker,Università Politecnica delle Marche,3.5,7,Italy,Italy
